passID;timestamp;stationRef;vehicleRef;charge
ARF2116326;15/11/2019 09:14;AO11;DP11ENT03275;3.1
OOZ7293005;15/11/2019 09:16;AO13;OY94SZK34436;2.8
HXG2519250;15/11/2019 09:28;EG03;IW53OQE31439;2.8
RXK2918971;15/11/2019 11:25;NE11;JV67MTI17124;2.8
LPV8560748;15/11/2019 11:27;OO13;JF94VYA88954;2.8
RDV2276083;15/11/2019 13:32;MR02;UA13YTK28483;2.8
IQP2474124;15/11/2019 14:13;OO02;LC72NRN52084;3.1
KBY7898090;15/11/2019 14:54;OO05;EE22TMX10817;2
VHF7323434;15/11/2019 15:09;GF00;CP56DAO45598;2.8
PIT0297390;15/11/2019 15:29;AO00;SY96JDQ97089;2.8
NKW2497391;15/11/2019 16:04;NE08;NZ35XLQ89678;1.5
UAD1829998;15/11/2019 16:33;GF00;EN26OAB52983;1.25
CDO6704455;15/11/2019 16:39;MR04;QO68DIC93032;2.5
HCY9599642;15/11/2019 16:48;OO08;LC72NRN52084;3.1
LIU7365085;15/11/2019 17:03;EG08;EC02LZC49528;2.8
IDR3218984;15/11/2019 19:35;AO05;IC95TLY24827;2.8
BEH2497543;15/11/2019 20:17;MR07;QH15HWX24570;3.1
TMD3489639;15/11/2019 21:13;NE12;FY47TUN40300;1
TXY1167455;15/11/2019 22:11;EG04;IN99SEN20660;2.2
LWR2947883;15/11/2019 22:23;GF00;UF84JOS00561;2.8
PCM0281438;15/11/2019 22:25;AO10;VJ92OYV94295;2.8
SST0724689;16/11/2019 02:02;NE03;FY47TUN40300;1
KYF9719217;16/11/2019 02:13;NE16;MA30QLI76818;1.5
GKD1396486;16/11/2019 03:54;OO12;VJ92OYV94295;2.5
CRM2449835;16/11/2019 04:06;KO04;KB55KTM48860;2.5
PLU5331096;16/11/2019 04:29;MR07;XV91YMP27722;2.5
HBE4109860;16/11/2019 04:30;NE08;PM58XHX45588;1.5
LKS1526303;16/11/2019 04:55;AO08;OC94ASJ72024;1
IWO1975541;16/11/2019 04:55;OO00;VJ92OYV94295;2.5
HLO3596287;16/11/2019 04:59;GF00;SL09NOT64494;2.5
HJW8411624;16/11/2019 06:55;EG00;EC02LZC49528;2.8
BKO9918052;16/11/2019 07:17;AO03;RR73DWB65452;2.8
ZPS3685967;16/11/2019 07:35;NE00;UA13YTK28483;2.5
JIC2289075;16/11/2019 07:42;NE13;NZ35XLQ89678;1.5
RUN0025987;16/11/2019 07:51;GF00;SL09NOT64494;2.5
PCY8721477;16/11/2019 08:11;GF00;SL09NOT64494;2.5
FFS1758287;16/11/2019 08:26;KO03;DO24BCW15511;1
KBV2139779;16/11/2019 08:28;MR03;BI87HYL81972;1
TCK9466223;16/11/2019 08:41;MR05;KF48RSD79865;2.8
HGZ2870492;16/11/2019 08:46;KO05;QO77TFN61853;2.2
AEG7249588;16/11/2019 09:55;NE06;VX68BAR38623;1.5
QHB0800087;16/11/2019 11:15;AO14;BZ76ROL87339;1
SRC9553536;16/11/2019 13:25;EG11;JD78PQD35395;1
VNH3627870;16/11/2019 13:34;OO01;EE22TMX10817;2
DIU2582292;16/11/2019 14:28;MR03;RR98KQE80731;1.25
OGH7405767;16/11/2019 14:56;GF00;IO09FGE68100;2.8
MSV8379115;16/11/2019 16:19;OO05;RK48BOP88344;2.8
UFG8727925;16/11/2019 16:36;NE14;NO82BAX82566;2.5
IRD5053119;16/11/2019 17:01;OO11;IC95TLY24827;2
EHP0874130;16/11/2019 17:43;MR06;UA13YTK28483;2.8
FMA1868935;16/11/2019 18:40;KO05;RV87TIY76692;2.5
WRN1757422;16/11/2019 19:08;GF00;PF04UCA93312;3.1
UGM9346190;16/11/2019 19:11;OO02;RK48BOP88344;2.8
IZX8178775;16/11/2019 19:21;OO12;JF94VYA88954;2.8
CMC6529113;16/11/2019 20:01;OO05;EM54HQI58682;2.8
ONP8417399;16/11/2019 20:18;AO19;HT62RDI04611;2.8
NSO8638367;16/11/2019 21:26;AO18;RR73DWB65452;2.8
VMI0767969;16/11/2019 22:40;GF00;WU78BMX13511;1
CJC8737868;17/11/2019 00:52;EG04;XE59BZM26378;2.5
YCP4694406;17/11/2019 01:42;KO03;RV87TIY76692;2.5
TLF5360071;17/11/2019 02:19;EG00;MU06LHX94338;1.5
GXQ3675207;17/11/2019 02:58;KO03;IO09FGE68100;3.1
SWI2946075;17/11/2019 03:11;OO11;JF94VYA88954;2.8
DQA9836530;17/11/2019 03:59;MR06;HA82SCK64299;1.5
QUJ8286143;17/11/2019 04:31;AO14;YX66XYW62640;2.8
QHY9516001;17/11/2019 04:53;EG06;XE59BZM26378;2.5
BMN5561781;17/11/2019 06:41;KO05;JO50FSF60755;2.2
CPF6392376;17/11/2019 07:00;AO16;OC94ASJ72024;1
REF4465748;17/11/2019 07:21;OO02;QO68DIC93032;3.1
SZL0275396;17/11/2019 07:37;OO13;RK48BOP88344;2.8
SXJ7626981;17/11/2019 08:15;GF00;IO09FGE68100;2.8
SQZ3122780;17/11/2019 08:30;KO03;ZY93PCY41868;1.5
NET6374171;17/11/2019 08:37;OO11;QX75YWC61835;2.5
AFT8509937;17/11/2019 09:29;AO14;YL27IFD65117;2
QIM1879213;17/11/2019 10:50;OO01;BK77KNV91142;2.8
VAS3014905;17/11/2019 10:55;OO03;EM54HQI58682;2.8
NAB0438032;17/11/2019 11:20;GF00;PF04UCA93312;3.1
EVX5433940;17/11/2019 12:15;OO11;AY38OQF67603;2.8
EXI8390008;17/11/2019 12:22;NE06;PM58XHX45588;1.5
LTS1310101;17/11/2019 12:30;KO03;RV87TIY76692;2.5
CRU3521700;17/11/2019 12:46;NE15;OY94SZK34436;2.5
FEG3649096;17/11/2019 13:21;EG04;EC02LZC49528;2.8
MZS9432657;17/11/2019 13:37;AO14;TV81MAQ99005;2.8
PNY5273144;17/11/2019 15:21;GF00;EN26OAB52983;1.25
NYA5880881;17/11/2019 16:20;OO04;JF94VYA88954;2.8
LMA1313768;17/11/2019 17:14;GF00;EM54HQI58682;13
OSG9586375;17/11/2019 18:13;OO00;QO68DIC93032;2.5
IXZ7725114;17/11/2019 18:18;KO07;QO77TFN61853;2.2
EIZ4596270;17/11/2019 20:32;AO18;PE73VJU23485;2.8
LGA8647826;17/11/2019 20:44;EG08;EN26OAB52983;2.2
JBK5887487;17/11/2019 21:21;EG05;JD78PQD35395;1
VKV3457313;17/11/2019 21:54;OO07;RR73DWB65452;1
NQI2752178;17/11/2019 22:27;EG09;XE59BZM26378;2.5
RCO7818715;17/11/2019 23:36;AO06;LG64ARC91224;13
VMN2624753;18/11/2019 00:58;MR06;MP14WFM40909;2
BUR5519158;18/11/2019 01:09;KO04;WY00MLL63827;1
NSA8059810;18/11/2019 01:20;NE10;NO82BAX82566;3.1
AFW2606149;18/11/2019 01:41;EG03;XE59BZM26378;2.5
BQC4074044;18/11/2019 01:43;GF00;JE65QJK64802;2.8
QVM3783229;18/11/2019 02:14;AO08;TV81MAQ99005;2.8
ZRK6271982;18/11/2019 02:31;EG00;CR31GMR97972;1.5
QIS8403760;18/11/2019 02:37;GF00;UF84JOS00561;2.8
AMZ7311906;18/11/2019 02:50;MR05;QO68DIC93032;2.2
RIZ7825405;18/11/2019 03:02;KO08;UO75YNW62238;2.8
CUQ8389189;18/11/2019 04:36;NE10;PD45WOT56494;2
BLY0153574;18/11/2019 04:37;AO18;EN26OAB52983;2.8
MXO3882902;18/11/2019 04:50;OO07;QX75YWC61835;2.5
NBL3662855;18/11/2019 05:40;AO15;DP11ENT03275;3.1
VVW8856759;18/11/2019 05:52;OO08;JE65QJK64802;1.25
DLN0385135;18/11/2019 06:48;EG06;XE59BZM26378;2.5
LZP4915871;18/11/2019 07:06;EG00;TE24LCO18661;1.25
DUP6128949;18/11/2019 07:12;KO00;KB55KTM48860;2.5
PGB4075203;18/11/2019 07:32;KO02;IX01MVL33676;2.5
DPG0415676;18/11/2019 08:13;EG10;EC02LZC49528;2.8
OOO3878215;18/11/2019 08:39;OO10;EE22TMX10817;2
IQQ0702920;18/11/2019 08:56;NE00;EN26OAB52983;2
LVV5153632;18/11/2019 11:27;GF00;PF04UCA93312;3.1
CQN6257678;18/11/2019 12:14;GF00;MA30QLI76818;2.5
ADI6124326;18/11/2019 13:12;EG04;TE24LCO18661;1.25
OXB4605666;18/11/2019 13:45;NE09;NZ35XLQ89678;1.5
FJJ0180346;18/11/2019 14:37;OO03;RK48BOP88344;2.8
BZG8864133;18/11/2019 15:42;NE06;PD45WOT56494;2
VAY8312457;18/11/2019 16:03;OO03;XV40HUQ04740;1
JZC4013543;18/11/2019 16:07;MR06;HR53SRO94328;13
DAU0294495;18/11/2019 17:38;EG11;TE24LCO18661;1.25
NYW0031673;18/11/2019 18:41;KO04;LC72NRN52084;2
SNA8987541;18/11/2019 20:26;GF00;PF04UCA93312;3.1
YXD1605826;18/11/2019 20:34;NE15;HT62RDI04611;2.5
RBR1908529;18/11/2019 20:58;EG04;EG95RTB75032;2.2
MZC6607461;18/11/2019 21:25;OO12;RK48BOP88344;2.8
KIB9366678;18/11/2019 22:39;OO06;RK48BOP88344;2.8
AFO4601536;18/11/2019 23:23;GF00;WU78BMX13511;1
KZO7749387;18/11/2019 23:46;GF00;BY85QGR11636;2.5
UXD9521469;19/11/2019 00:41;AO03;RR73DWB65452;2.8
OFY0445239;19/11/2019 02:22;EG04;QU94IGC75528;1.25
EXP3383771;19/11/2019 02:41;EG06;MU06LHX94338;1.5
FAA3189764;19/11/2019 03:34;KO02;ED51EWW52190;1.25
ZPT2892741;19/11/2019 04:42;NE14;IA29IQS63679;1
VAS2130479;19/11/2019 06:37;NE06;OY94SZK34436;2.5
LXJ6136236;19/11/2019 08:46;KO03;QW79CHL42244;2.8
KXH1498896;19/11/2019 10:55;KO00;DO24BCW15511;3.1
TKC1834424;19/11/2019 11:21;OO04;QO77TFN61853;1
ZWF1434099;19/11/2019 12:50;GF00;CK97FAU13897;2.5
ZPZ4301805;19/11/2019 14:27;MR04;XV91YMP27722;2.5
LJY6372168;19/11/2019 14:56;KO02;QP02SYE47964;1
BSR1055063;19/11/2019 15:17;KO04;RV87TIY76692;2.5
GTG4113206;19/11/2019 15:31;MR03;XF28DGK65250;2.8
QUY8446138;19/11/2019 17:07;OO05;IN99SEN20660;2.2
VZZ1396558;19/11/2019 18:07;GF00;MA30QLI76818;2.5
HMM7962516;19/11/2019 18:34;OO05;EM54HQI58682;2.8
IUS7586648;19/11/2019 19:09;AO05;BM25PHF40639;13
KZX9637921;19/11/2019 19:18;KO01;KB55KTM48860;2.5
AVR3846470;19/11/2019 19:57;KO04;ZY93PCY41868;1.5
ZYS4703528;19/11/2019 21:26;EG08;VL67TFO75321;13
HGD3482976;19/11/2019 22:06;KO04;KB55KTM48860;2.5
SZY6044216;19/11/2019 22:41;NE04;NO82BAX82566;1.25
NBQ2233878;19/11/2019 23:17;OO07;AY38OQF67603;2.8
HHC3122515;19/11/2019 23:28;KO04;WY00MLL63827;1
AXH4748582;20/11/2019 00:11;OO05;VJ92OYV94295;2.5
UGJ9940071;20/11/2019 00:45;KO08;KB55KTM48860;2.5
HIA8575907;20/11/2019 02:09;MR08;XV91YMP27722;2.5
BWI7476393;20/11/2019 02:19;OO07;AT19HLV57173;2.8
QCB5408672;20/11/2019 02:30;AO16;RR73DWB65452;2.8
HUE8860445;20/11/2019 02:35;EG01;JD78PQD35395;1
PVI2088038;20/11/2019 02:56;OO02;AT19HLV57173;2.8
FOX1682478;20/11/2019 03:32;NE02;QP02SYE47964;2.8
UMK6793253;20/11/2019 03:43;GF00;LM86GYO69819;2.8
ZDH6204306;20/11/2019 03:53;OO09;KW50MJG67260;1.25
NWW8894935;20/11/2019 04:25;NE05;NZ35XLQ89678;1.5
ABO9877879;20/11/2019 05:21;AO11;DV04FQL29609;2.8
KLU2639516;20/11/2019 05:47;AO12;LG64ARC91224;13
OUF1281152;20/11/2019 06:24;OO06;LC72NRN52084;3.1
CKR6757825;20/11/2019 06:50;AO14;PE73VJU23485;2.8
YSM9685253;20/11/2019 07:23;GF00;JE65QJK64802;2.8
EJM4634462;20/11/2019 07:23;OO01;EM54HQI58682;2.8
GAL1051194;20/11/2019 07:25;KO04;QW79CHL42244;2.8
KST1448179;20/11/2019 07:26;NE04;NY14GZR94632;2.8
SCE4522451;20/11/2019 10:42;KO00;MQ65WJJ60020;1.25
OTT0071278;20/11/2019 10:57;OO07;IA29IQS63679;2
YXA8757059;20/11/2019 11:11;AO19;DP11ENT03275;3.1
GVO8084695;20/11/2019 13:17;AO03;MX39VOS38645;2.8
TNB1232659;20/11/2019 13:41;KO05;FL13UMN92207;1
UOV3039593;20/11/2019 14:08;NE05;FY47TUN40300;1
TYJ5471605;20/11/2019 16:04;NE05;FY47TUN40300;1
BON0131182;20/11/2019 16:42;MR06;HA82SCK64299;1.5
HSR9072888;20/11/2019 18:16;MR02;BI87HYL81972;1
XGT2559817;20/11/2019 20:04;OO12;PF04UCA93312;1.5
OSL8719350;20/11/2019 20:07;AO07;BM25PHF40639;13
ZAK0770329;20/11/2019 20:20;MR05;QO68DIC93032;2.5
IRZ1842749;20/11/2019 21:21;AO02;DP11ENT03275;3.1
CIL4563154;20/11/2019 21:23;NE10;MU06LHX94338;1.5
AYP4946751;20/11/2019 22:23;MR08;HR53SRO94328;13
XMB1165089;20/11/2019 22:25;NE02;NY14GZR94632;2.8
PDF1347755;20/11/2019 22:31;AO10;DP11ENT03275;3.1
FHL3629358;21/11/2019 00:01;MR06;IZ65WAT29135;2
FFR7748827;21/11/2019 00:43;MR00;QO68DIC93032;2.5
OZU5913894;21/11/2019 01:25;AO06;QO77TFN61853;2.8
AYY2545129;21/11/2019 02:45;AO01;BZ76ROL87339;1
JAT6708619;21/11/2019 03:11;MR05;QN23UHH39091;2.8
NBV4684545;21/11/2019 03:59;NE14;IA29IQS63679;1
FCQ7861303;21/11/2019 05:35;OO05;EM54HQI58682;2.8
EMG6528942;21/11/2019 05:52;OO13;EE22TMX10817;2
LYZ9548122;21/11/2019 06:14;AO12;YL27IFD65117;2
KNP7436045;21/11/2019 07:27;NE06;FY47TUN40300;1
HKN5765756;21/11/2019 07:45;EG12;DW44ZOO26361;2.5
VFC7025855;21/11/2019 08:03;AO15;BM25PHF40639;13
EMD8340319;21/11/2019 09:33;AO15;JE65QJK64802;2.8
ZJQ3393455;21/11/2019 10:52;OO12;LC72NRN52084;3.1
LSC7726046;21/11/2019 11:02;AO08;SU00RDZ36214;2.8
ZAJ2145734;21/11/2019 11:51;KO06;IX01MVL33676;2.5
VLF1758601;21/11/2019 12:12;KO03;ZY93PCY41868;1.5
GXQ5675241;21/11/2019 13:06;KO06;WY00MLL63827;1
FRN3831163;21/11/2019 13:12;OO00;XV40HUQ04740;1
HIZ4574028;21/11/2019 14:04;KO07;JO50FSF60755;2.2
UYB7936576;21/11/2019 14:54;EG07;EC02LZC49528;2.8
HGV5746267;21/11/2019 15:17;OO08;YH66OKD41942;1.5
SJZ5293372;21/11/2019 16:52;AO04;PE73VJU23485;2.8
KUV6686036;21/11/2019 17:46;MR00;FL13UMN92207;1.5
OQT9221832;21/11/2019 17:58;KO00;QO77TFN61853;2.2
BSD8525792;21/11/2019 18:03;OO08;RK48BOP88344;2.8
DSG5207843;21/11/2019 19:08;MR04;UA13YTK28483;2.8
LKM5352235;21/11/2019 19:09;GF00;CP56DAO45598;2.8
APT1010363;21/11/2019 19:19;KO08;MQ65WJJ60020;1.25
YVP9004437;21/11/2019 19:21;AO05;LG64ARC91224;2.8
PHU2528344;21/11/2019 19:59;MR00;IZ65WAT29135;2
HKF4972415;21/11/2019 20:34;AO02;BM25PHF40639;13
IOQ4864895;21/11/2019 20:48;AO08;IN99SEN20660;2.8
KWX8258361;21/11/2019 23:28;GF00;WU78BMX13511;1
SGT0382919;21/11/2019 23:30;MR01;KF48RSD79865;2.8
GAZ8448304;21/11/2019 23:50;AO05;CK97FAU13897;2.8
MBJ5265960;22/11/2019 00:14;KO01;ZY93PCY41868;1.5
IBB9664957;22/11/2019 01:03;AO05;KF48RSD79865;2.8
JJW7087469;22/11/2019 01:15;NE16;LG64ARC91224;1.25
YVK8632296;22/11/2019 01:32;AO09;IZ65WAT29135;2.8
NUN1531094;22/11/2019 01:59;NE01;EG95RTB75032;2.8
RJZ0236471;22/11/2019 02:03;AO12;YL27IFD65117;2
JWI9116799;22/11/2019 02:13;KO08;BM25PHF40639;1.5
VOU9196667;22/11/2019 02:34;EG04;EC02LZC49528;2.8
KCD4691406;22/11/2019 04:25;KO04;AY38OQF67603;1.5
RBY1583648;22/11/2019 05:19;NE12;PM58XHX45588;1.5
RJM3073346;22/11/2019 07:24;OO13;RK48BOP88344;2.8
VLS7218920;22/11/2019 07:43;OO04;QR03XCJ37459;2.8
RHI1869937;22/11/2019 08:14;OO12;XV40HUQ04740;1
SXW4020696;22/11/2019 09:14;AO17;RR73DWB65452;2.8
SAE1867434;22/11/2019 09:21;AO02;WU78BMX13511;2.8
GWO6597637;22/11/2019 10:03;NE02;OY94SZK34436;2.5
ETK5560762;22/11/2019 10:57;KO04;DP11ENT03275;2.8
IXR3522286;22/11/2019 13:18;OO07;AT19HLV57173;2.2
JQS0359931;22/11/2019 13:19;EG04;TE24LCO18661;1.25
CIV5394412;22/11/2019 13:56;KO08;KB55KTM48860;2.5
RAA3273728;22/11/2019 14:11;NE00;OY94SZK34436;2.5
MYP8213804;22/11/2019 14:16;OO01;PE73VJU23485;2
FDG0910079;22/11/2019 14:23;GF00;PF04UCA93312;3.1
LQM5882341;22/11/2019 15:06;OO10;RK48BOP88344;2.8
BEY1680216;22/11/2019 18:32;MR05;QH15HWX24570;3.1
GZQ8892156;22/11/2019 18:44;OO13;LC72NRN52084;3.1
SNC3689593;22/11/2019 18:58;OO08;PE73VJU23485;1.5
QHG8160826;22/11/2019 19:09;KO07;JO50FSF60755;2.2
WAJ4754070;22/11/2019 20:49;NE01;FY47TUN40300;1
BNC7439134;22/11/2019 22:56;KO06;PE73VJU23485;1.25
ZAN0532240;22/11/2019 23:07;MR05;UA13YTK28483;2.8
BZT5603019;23/11/2019 00:13;OO10;NY14GZR94632;1.25
SWI3575904;23/11/2019 00:41;OO03;RK48BOP88344;2.8
FTV0688867;23/11/2019 00:50;OO10;XV40HUQ04740;1
VTQ4852489;23/11/2019 01:01;AO01;DP11ENT03275;3.1
COQ9747980;23/11/2019 01:04;GF00;QN12NTR81378;2.8
VGI8090658;23/11/2019 01:33;OO13;EM54HQI58682;2.8
MLI2249276;23/11/2019 01:38;MR01;BI87HYL81972;1
GBI2085835;23/11/2019 02:03;AO15;MX39VOS38645;2.8
SJP3313267;23/11/2019 02:33;MR06;EZ65FLV39493;2.8
ULG6340540;23/11/2019 02:41;OO03;RK48BOP88344;2.8
CRV8288755;23/11/2019 02:51;KO01;ED51EWW52190;2.8
RUI0721510;23/11/2019 05:41;OO09;AY38OQF67603;2.8
FWX5616958;23/11/2019 08:05;NE07;NZ35XLQ89678;1.5
IKR1412937;23/11/2019 08:45;NE06;FY47TUN40300;1
BUE4225335;23/11/2019 08:45;GF00;YX66XYW62640;3.1
NMM3686395;23/11/2019 11:05;NE04;QW79CHL42244;1.5
VVV0824040;23/11/2019 11:32;EG12;JD78PQD35395;1
GWB5135692;23/11/2019 12:22;OO08;RK48BOP88344;2.8
VCP9404606;23/11/2019 12:38;KO07;IX01MVL33676;2.5
YHG1320285;23/11/2019 13:06;OO01;QR03XCJ37459;2.8
USF3285058;23/11/2019 13:32;AO07;RR73DWB65452;2.8
KSK4532590;23/11/2019 14:11;NE05;NY14GZR94632;2.8
QBK6600239;23/11/2019 15:20;AO09;DV04FQL29609;3.1
URB1066315;23/11/2019 15:20;AO09;PD45WOT56494;2.8
VJV8622374;23/11/2019 15:56;MR04;KF48RSD79865;2.8
IZP9355954;23/11/2019 16:31;OO08;TV81MAQ99005;2.2
TEM3943184;23/11/2019 17:44;GF00;JE65QJK64802;2.8
SAK0105902;23/11/2019 19:12;AO07;LG64ARC91224;13
GGC7060473;23/11/2019 20:11;EG10;EC02LZC49528;2.8
HIY3350065;23/11/2019 20:37;AO00;DV04FQL29609;3.1
NCW2581721;23/11/2019 20:43;AO00;LG64ARC91224;13
AVL9069021;23/11/2019 21:17;KO08;RV87TIY76692;2.5
BAH4272307;23/11/2019 21:30;NE07;QX75YWC61835;1.5
UQX5045452;23/11/2019 21:56;EG03;CM15YCB60994;2
CZY4137265;23/11/2019 22:10;MR06;QN23UHH39091;2.8
RCI2808935;23/11/2019 22:22;AO12;DP11ENT03275;3.1
TTK2388589;23/11/2019 22:25;OO13;WG11QVY31890;1
WHU6921846;23/11/2019 22:51;OO04;EM54HQI58682;2.8
JNJ6513843;24/11/2019 00:32;OO03;VJ92OYV94295;2.5
VOF3169457;24/11/2019 01:46;NE14;NZ35XLQ89678;1.5
ICZ8864785;24/11/2019 02:25;KO09;QW79CHL42244;2.8
WFG8477773;24/11/2019 02:38;OO13;JF94VYA88954;2.8
CTK5762114;24/11/2019 02:41;AO18;BY85QGR11636;2.8
ZEO1916167;24/11/2019 06:43;MR07;HR53SRO94328;13
ZDY1125448;24/11/2019 08:19;OO06;AY38OQF67603;2.8
HOC3881491;24/11/2019 08:32;KO02;HW75BKT77773;2.2
ARW4310848;24/11/2019 09:17;OO12;UA13YTK28483;2.2
WGS0986289;24/11/2019 10:25;KO06;IX01MVL33676;2.5
GJT9699277;24/11/2019 12:45;MR04;QO68DIC93032;2.5
FZI9180090;24/11/2019 13:50;GF00;QN12NTR81378;2.8
KIK4842265;24/11/2019 13:54;GF00;BY85QGR11636;2.5
ZEE1890673;24/11/2019 14:01;KO06;KB55KTM48860;2.5
IXE8400238;24/11/2019 14:13;OO07;EC02LZC49528;2.8
KLL1996279;24/11/2019 15:32;NE07;PM58XHX45588;1.5
GKR5546531;24/11/2019 16:03;MR05;BI87HYL81972;1
TNQ7311034;24/11/2019 16:20;OO09;AY38OQF67603;2.8
LFG7592816;24/11/2019 17:21;MR00;RR98KQE80731;1.25
ANH4486199;24/11/2019 17:58;MR08;QO68DIC93032;2.5
VFY9722559;24/11/2019 18:08;EG12;EC02LZC49528;2.8
KMD2668784;24/11/2019 18:42;AO08;BY85QGR11636;2.8
TRQ0602777;24/11/2019 18:42;AO12;BM25PHF40639;13
BMV4862675;24/11/2019 19:23;AO14;SU00RDZ36214;2.8
KJW2172986;24/11/2019 20:26;NE04;NZ35XLQ89678;1.5
JCI1879454;24/11/2019 20:31;EG01;XE59BZM26378;2.5
KWC8008289;24/11/2019 21:23;NE10;JV67MTI17124;2.5
MRG8143601;24/11/2019 21:38;GF00;BY85QGR11636;2.5
ZTA3137876;24/11/2019 22:29;EG00;JV67MTI17124;1.5
VXO1913177;24/11/2019 22:40;OO10;QX75YWC61835;2.5
WYB0821059;24/11/2019 23:25;OO01;QR03XCJ37459;2.8
PDW2435514;25/11/2019 00:23;OO06;ZY93PCY41868;1
TVW7933856;25/11/2019 00:30;EG11;QU94IGC75528;1.25
SZH9207679;25/11/2019 01:10;MR05;KF48RSD79865;2.8
RVA2696839;25/11/2019 01:22;NE12;IA29IQS63679;1
NYR1276211;25/11/2019 01:23;OO02;QR03XCJ37459;2.8
IUL5774657;25/11/2019 02:05;NE14;AT19HLV57173;1
WAJ0606202;25/11/2019 02:07;MR07;RR98KQE80731;1.25
WZU4894935;25/11/2019 02:12;OO10;IC95TLY24827;2
PBX1414319;25/11/2019 02:25;OO03;VJ92OYV94295;2.5
WHH3600252;25/11/2019 02:59;KO01;WY00MLL63827;1
JGS4553865;25/11/2019 03:10;OO11;JV67MTI17124;2.8
SXX9579507;25/11/2019 04:23;GF00;IO09FGE68100;2.8
MWU8146660;25/11/2019 05:22;KO02;MP14WFM40909;3.1
NDN6311723;25/11/2019 05:25;OO03;NO82BAX82566;3.1
SRX5631357;25/11/2019 05:59;MR08;KF48RSD79865;2.8
VOF6985717;25/11/2019 06:18;EG02;TV81MAQ99005;2.8
QSO3848807;25/11/2019 06:52;KO07;IX01MVL33676;2.5
YZP3674922;25/11/2019 06:56;KO00;JO50FSF60755;2.2
DJY7880259;25/11/2019 08:10;AO18;SY96JDQ97089;1.5
PGL4901468;25/11/2019 08:18;EG02;QN23UHH39091;2.5
QQI4055371;25/11/2019 08:36;GF00;BY85QGR11636;2.5
KFG6755732;25/11/2019 08:51;AO11;OC94ASJ72024;1
THN4018954;25/11/2019 09:12;AO02;KB55KTM48860;2.8
YCN2313762;25/11/2019 09:37;NE08;CR31GMR97972;2.8
KWH2780833;25/11/2019 09:55;OO05;AT19HLV57173;2.8
ZIE2491915;25/11/2019 11:59;EG08;EC02LZC49528;2.8
USG8619220;25/11/2019 12:39;GF00;CK97FAU13897;2.5
ZIM0586832;25/11/2019 12:51;EG07;IN99SEN20660;2.8
JAJ5294751;25/11/2019 13:09;MR05;QN23UHH39091;2.8
DTY3312777;25/11/2019 13:28;AO00;IZ65WAT29135;2.8
FDC9894677;25/11/2019 14:49;OO13;AT19HLV57173;2.8
FVL2817285;25/11/2019 15:38;NE08;RV87TIY76692;2.2
VBF1691913;25/11/2019 16:15;NE00;IA29IQS63679;1
QAE6728557;25/11/2019 16:36;EG03;EG95RTB75032;2.8
UUY7056983;25/11/2019 17:17;GF00;PF04UCA93312;3.1
OZX4813596;25/11/2019 17:31;KO09;RV87TIY76692;2.5
LCZ3964546;25/11/2019 17:37;EG10;IN99SEN20660;2.8
HWA5860044;25/11/2019 18:26;AO05;PE73VJU23485;2.8
CIS5366006;25/11/2019 18:35;NE15;MQ65WJJ60020;1
JPX3919283;25/11/2019 20:09;AO16;BZ76ROL87339;1
LTK8579015;25/11/2019 21:52;MR02;XV91YMP27722;2.8
EQI9509571;26/11/2019 00:29;EG06;JD78PQD35395;1
ISJ1806012;26/11/2019 01:50;EG01;KW50MJG67260;2.2
KUE0692682;26/11/2019 01:55;KO01;ZY93PCY41868;1.5
PRV4413680;26/11/2019 02:32;OO10;LC72NRN52084;3.1
IFM9896621;26/11/2019 04:24;KO07;HW75BKT77773;2.2
UXX1569169;26/11/2019 04:53;AO04;EC02LZC49528;2.8
DOY6341744;26/11/2019 05:06;NE06;OY94SZK34436;2.5
HTH2202222;26/11/2019 07:17;OO02;EE22TMX10817;2
BSM3882644;26/11/2019 08:07;MR07;BI87HYL81972;1
LQQ4347401;26/11/2019 08:46;KO03;QO77TFN61853;2.2
BCG8735245;26/11/2019 08:57;OO03;RK48BOP88344;2.8
TIY7535423;26/11/2019 09:04;OO00;IC95TLY24827;2
ZBF9494512;26/11/2019 09:07;KO09;DP11ENT03275;2
WER3443787;26/11/2019 09:13;MR08;QN23UHH39091;2.8
FON0594563;26/11/2019 13:21;NE15;FY47TUN40300;1
DKY6022168;26/11/2019 14:01;EG01;MU06LHX94338;1.5
VBS1410973;26/11/2019 14:22;GF00;UF84JOS00561;2.8
RWL1935213;26/11/2019 17:32;AO04;SU00RDZ36214;2.8
FTY1260381;26/11/2019 18:14;OO05;QR03XCJ37459;2.8
YPV7640956;26/11/2019 18:28;MR02;UA13YTK28483;2.8
FHJ0417267;26/11/2019 18:34;AO14;DV04FQL29609;3.1
NSE3845616;26/11/2019 19:50;KO08;JO50FSF60755;2.2
GTR6650975;26/11/2019 19:58;AO03;CP56DAO45598;2.8
QNR3018364;26/11/2019 20:04;AO05;LG64ARC91224;13
FDJ1778374;26/11/2019 20:55;KO04;HW75BKT77773;2.2
AQW0836193;26/11/2019 23:06;KO02;PF04UCA93312;2.8
QCC5516024;27/11/2019 00:24;GF00;UF84JOS00561;2.8
QYT5333375;27/11/2019 01:01;KO06;KF48RSD79865;1.25
LAI7927542;27/11/2019 01:19;EG06;MU06LHX94338;1.5
